STREET,CITY,ZIP CODE,ZIP+4,ADDRESS,LATS,LONGS,NAME,FILING_REQ_CD,EIN,ASSET_CD,TAX_PERIOD,NTEE_CD,PF_FILING_REQ_CD,REVENUE_AMT,SUBSECTION,ACTIVITY,ORGANIZATION,STATUS,FOUNDATION,ICO,CLASSIFICATION,INCOME_AMT,STATE,ACCT_PD,ASSET_AMT,SORT_NAME,AFFILIATION,DEDUCTIBILITY,RULING_YEAR,RULING_MONTH,INCOME_CD
3815 W SAINT JOSEPH ST STE C200,LANSING,48917,3671,"3815 W SAINT JOSEPH ST STE C200, LANSING , MI, 48917",42.72592,-84.6022519,ELDER LAW OF MICHIGAN INC,1,382960530,5,201312,P81Z,0,1686006,3,575000000,1,1,15,% DAVID L SHALTZ,1000,1689618,MI,12,570898,LEGAL HOTLINE FOR OLDER MICHIGANIAN,3,1,1991,3,6
1322 ANDERSON RD,PETOSKEY,49770,9256,"1322 ANDERSON RD, PETOSKEY , MI, 49770",45.35862,-84.971753,FRIENDSHIP CENTERS OF EMMET COUNTY,1,237000317,6,201309,P81Z,0,2066485,3,561160318,1,1,15,,1000,2092417,MI,9,2752120,,3,1,1970,1,6
320 W BACON ST,HILLSDALE,49242,1546,"320 W BACON ST, HILLSDALE , MI, 49242",41.9199673,-84.6525117,HILLSDALE COUNTY SENIOR SERVICES CENTER INC,1,382476724,6,201309,P81Z,0,2183127,3,296000000,1,1,15,,1000,2188367,MI,9,2879590,DBA PERENNIAL PARK,3,1,1984,5,6
60525 DECATUR RD,CASSOPOLIS,49031,8412,"60525 DECATUR RD, CASSOPOLIS , MI, 49031",41.9163021,-85.9724765,CASS COUNTY COUNCIL ON AGING INC,1,381964011,7,201309,P81Z,0,2623069,3,999000000,1,1,15,,1000,3301324,MI,9,5467297,,3,1,1972,12,6
507 1ST AVE N,ESCANABA,49829,3931,"507 1ST AVE N, ESCANABA , MI, 49829",45.74682,-87.0541399,HUMAN RESOURCES AUTHORITY INC,1,237270048,6,201309,P81Z,0,5272316,3,575916000,5,1,15,,1000,5412079,MI,9,2837690,,3,1,1973,9,7
1423 FIELD ST,DETROIT,48214,2321,"1423 FIELD ST, DETROIT , MI, 48214",42.353077,-83.0038855,ADULT WELL-BEING SERVICES,1,381555827,7,201309,P81Z,0,8930609,3,575279318,1,1,15,% KAREN SCHROCK,1000,8946261,MI,9,7036175,,3,1,1957,11,7
PO BOX 5946,TRAVERSE CITY,49696,5946,"PO BOX 5946, TRAVERSE CITY , MI, 49696",44.6684298,-85.4994192,NORTHWEST SENIOR RESOURCES INCORPORATED,1,382056710,6,201309,P81Z,0,9812029,3,400000000,1,1,15,,1000,9812029,MI,9,2927126,,3,1,1978,4,7
900 LAKEVIEW AVE,ST JOSEPH,49085,0,"900 LAKEVIEW AVE, ST JOSEPH , MI, 49085",42.0991109,-86.4903015,REGION IV AREA AGENCY ON AGING INC,1,382332594,7,201309,P81Z,0,12987920,3,0,5,1,15,,1000,12987920,MI,9,9562826,,3,1,1981,4,8
560 SEMINOLE RD,NORTON SHORES,49444,3720,"560 SEMINOLE RD, NORTON SHORES , MI, 49444",43.1870267,-86.2583804,SENIOR RESOURCES OF WEST MICHIGAN,1,382048765,7,201309,P81Z,0,15675444,3,179000000,1,1,15,% VICKI BROGE,1000,16108150,MI,9,7948969,14,3,1,1988,11,8
3850 2ND ST STE 100,WAYNE,48184,1755,"3850 2ND ST STE 100, WAYNE , MI, 48184",42.280358,-83.38181,SENIOR ALLIANCE INC,1,382322126,6,201309,P81Z,0,15833700,3,575000000,1,1,15,,1000,15839254,MI,9,4997813,,3,1,1981,12,8
3215 EAGLE CREST DR NE,GRAND RAPIDS,49525,7005,"3215 EAGLE CREST DR NE, GRAND RAPIDS , MI, 49525",42.991056,-85.588002,AREA AGENCY ON AGING OF WESTERN MICHIGAN INC,1,382058542,8,201309,P81Z,0,28562800,3,575602000,1,1,15,,1000,29615942,MI,9,13464416,,3,1,1976,3,8
1333 BREWERY PARK BLVD,DETROIT,48207,4544,"1333 BREWERY PARK BLVD, DETROIT , MI, 48207",42.3430828,-83.0411721,DETROIT AREA AGENCY ON AGING,1,382320421,8,201309,P81Z,0,29107142,3,575000000,1,1,15,,1000,29181100,MI,9,14807789,,3,1,1983,4,8
29100 NORTHWESTERN HWY STE 400,SOUTHFIELD,48034,1091,"29100 NORTHWESTERN HWY STE 400, SOUTHFIELD , MI, 48034",42.5021515,-83.3090861,AREA AGENCY ON AGING 1 B,1,382729505,8,201309,P81Z,0,49897838,3,575000000,5,1,15,,1000,49897838,MI,9,22180439,,3,1,1987,6,8
1051 S BEACON BLVD,GRAND HAVEN,49417,2607,"1051 S BEACON BLVD, GRAND HAVEN , MI, 49417",43.0513169,-86.2204172,NORTH OTTAWA COUNTY COUNCIL ON AGING,1,381915121,6,201209,P81Z,0,,3,575000000,1,1,16,,1000,,MI,9,,,3,1,1973,2,5
2786 VIVIAN RD,MONROE,48162,9212,"2786 VIVIAN RD, MONROE , MI, 48162",41.9501619,-83.3659408,FRENCHTOWN SENIOR CITIZENS INC,1,382193946,4,201312,P81Z,0,463823,3,994575000,1,1,15,,1200,463823,MI,12,176072,,3,1,1978,10,4
4700 DUBLIN AVE,MIDLAND,48642,8533,"4700 DUBLIN AVE, MIDLAND , MI, 48642",43.6396814,-84.2902116,MIDLAND COUNTY COUNCIL ON AGING,1,386107383,8,201309,P81Z,0,4858780,3,575318059,1,1,15,,1200,4858841,MI,9,13707794,,3,1,1966,1,6
102 N MAIN ST,BROOKLYN,49230,8979,"102 N MAIN ST, BROOKLYN , MI, 49230",42.106065,-84.248408,REGION II COMMISSION ON SERVICES TO THE AGING,1,382056030,7,201309,P81Z,0,13391568,3,153382575,1,1,15,,1200,13391568,MI,9,5494175,,3,1,1974,12,8
1506 HILLSBORO AVE SE,GRAND RAPIDS,49546,9781,"1506 HILLSBORO AVE SE, GRAND RAPIDS , MI, 49546",42.9374619,-85.494315,THORNAPPLE HOMES INC,2,201595965,0,201212,P82,0,0,3,0,1,1,15,% THOMAS J NOBEL,1000,0,MI,12,0,,3,1,2007,7,0
2551 W BACON RD,HILLSDALE,49242,9208,"2551 W BACON RD, HILLSDALE , MI, 49242",41.9190544,-84.6619186,HOPE FOR DEVELOPMENTAL DISABILITIES,2,264126717,0,201312,P82,0,0,3,0,1,1,15,% TAMMY RYAN,1000,0,MI,12,0,,3,1,2009,7,0
3272 ROSEWOOD ST,HUDSONVILLE,49426,8829,"3272 ROSEWOOD ST, HUDSONVILLE , MI, 49426",42.895847,-85.863919,MILES FOR SPECIAL SMILES,2,264833995,0,201212,P82,0,0,3,0,1,1,15,% ROD LECOUTEUR,1000,0,MI,12,0,,3,1,2010,2,0
2270 DUTTON RD,ROCHESTER HLS,48306,2332,"2270 DUTTON RD, ROCHESTER HLS , MI, 48306",42.711464,-83.178888,DUTTON FARM INC,2,271940625,0,201312,P82,0,0,3,0,1,1,15,% MICHELE SMITHER,1000,0,MI,12,0,,3,1,2011,1,0
PO BOX 805,STANDISH,48658,805,"PO BOX 805, STANDISH , MI, 48658",43.9830762,-83.9588803,ARC OF ARENAC COUNTY,2,382010656,0,201312,P82,0,0,3,995160000,1,1,15,,1000,0,MI,12,0,,3,1,1995,11,0
PO BOX 545,MANISTEE,49660,545,"PO BOX 545, MANISTEE , MI, 49660",44.2205682,-86.1344697,ASSOCIATION FOR RETARDED CITIZENS OF MANISTEE COUNTY,2,382155485,0,201212,P82,0,0,3,160000000,1,1,15,,1000,0,MI,12,0,,3,1,2013,2,0
5530 E DARTMOOR DR,MONROE,48161,5000,"5530 E DARTMOOR DR, MONROE , MI, 48161",41.8862384,-83.412966,HELPING HANDS OF MONROE COUNTY INC,2,383469675,0,201306,P82,0,0,3,0,1,1,16,% MARK VINCIGUERRA,1000,0,MI,6,0,,3,1,2002,1,0
5629 WAY RD NW,RAPID CITY,49676,9546,"5629 WAY RD NW, RAPID CITY , MI, 49676",44.793458,-85.2439631,MID MICHIGAN EQUESTRIAN CENTER INC,2,383639827,0,201212,P82,0,0,3,0,1,1,15,,1000,0,MI,12,0,,3,1,2002,4,0
625 MILDRED,GALESBURG,49053,9540,"625 MILDRED, GALESBURG , MI, 49053",42.2833547,-85.4348826,AACORN FARM INC,2,452576096,0,201312,P82,0,0,3,0,1,1,15,% MARY CONNORS,1000,0,MI,12,0,,3,1,2013,6,0
7331 T AVE E,SCOTTS,49088,9746,"7331 T AVE E, SCOTTS , MI, 49088",42.1584526,-85.4842662,PAYTENS POSSE,2,454795841,0,201312,P82,0,0,3,0,1,1,16,,1000,0,MI,12,0,,3,1,2012,10,0
900 WILSHIRE DR STE 202,TROY,48084,1600,"900 WILSHIRE DR STE 202, TROY , MI, 48084",42.5653875,-83.1649594,ALL STAR CAMP,2,455395910,0,201312,P82,0,0,3,0,1,1,15,% DONNA DASILVA,1000,0,MI,12,0,,3,1,2013,11,0
8175 MARQUETTE RD,WALES,48027,3822,"8175 MARQUETTE RD, WALES , MI, 48027",42.922509,-82.647653,FOREVER FREE INC,2,460467948,0,201309,P82,0,0,3,0,1,1,15,% TRACY D DETZ,1000,0,MI,9,0,,3,1,2002,9,0
PO BOX 368,INDIAN RIVER,49749,368,"PO BOX 368, INDIAN RIVER , MI, 49749",45.4171239,-84.6098301,HERITAGE COVE FARM,2,461766562,0,201312,P82,0,0,3,0,1,1,16,% ELIZABETH HANSON,1000,0,MI,12,0,,3,1,2014,2,0
5057 ECHO RD,BLOOMFLD HLS,48302,2705,"5057 ECHO RD, BLOOMFLD HLS , MI, 48302",42.565795,-83.290476,FAMILY CONNECTIONS OF MICHIGAN INC,2,462789132,0,201312,P82,0,0,3,0,1,1,15,% LAINIE WELHAM,1000,0,MI,12,0,,3,1,2014,3,0
4410 W 13 MILE RD,ROYAL OAK,48073,6515,"4410 W 13 MILE RD, ROYAL OAK , MI, 48073",42.518755,-83.202824,JUDSON CENTER STAFFING SOLUTIONS INC,1,463078309,0,201309,P82,0,0,3,0,1,1,21,% CAMERON HOSNER,1000,0,MI,9,0,,3,1,2014,9,0
17969 MAYFIELD ST,LIVONIA,48152,3225,"17969 MAYFIELD ST, LIVONIA , MI, 48152",42.416817,-83.3690249,CONNECTUS,2,800239153,0,201312,P82,0,0,3,0,1,1,15,% LARAINE LARKIN,1000,0,MI,12,0,,3,1,2009,2,0
3421 HILLSIDE DR APT 3,ROYAL OAK,48073,6729,"3421 HILLSIDE DR APT 3, ROYAL OAK , MI, 48073",42.518398,-83.196347,LOU WILLIAMS FOUNDATION,2,463804612,1,201409,P82,0,1500,3,0,1,1,15,,1000,1500,MI,9,1,,3,1,2014,8,1
3772 SUTTER LN,KEWADIN,49648,9182,"3772 SUTTER LN, KEWADIN , MI, 49648",44.979004,-85.343165,RESOURCE ONE COMPANY INC,2,743036800,1,201112,P82,0,4000,3,0,1,1,15,% DAVE BRANDING,1000,4000,MI,12,3796,,3,1,2006,4,1
9565 COX RD,BELLEVE,49021,9631,"9565 COX RD, BELLEVE , MI, 49021",42.4795505,-85.1010226,EXTREME ADVENTURES INC,2,300587485,1,201112,P82,0,6097,3,0,1,1,15,,1000,6097,MI,12,1,,3,1,2011,11,1
1241 BLAIRMOOR CT,GROSSE POINTE,48236,1230,"1241 BLAIRMOOR CT, GROSSE POINTE , MI, 48236",42.4478527,-82.892484,SPECIAL KIDS INC,1,731636595,2,201212,P82,0,49915,3,0,1,1,16,% MICHAEL J LIDDANE,1000,63939,MI,12,23895,,3,1,2002,7,3
7216 11 MILE RD NE,ROCKFORD,49341,9317,"7216 11 MILE RD NE, ROCKFORD , MI, 49341",43.13182,-85.487737,ARTS IN MOTION STUDIO WEST MICHIGAN,1,300727293,2,201312,P82,0,56690,3,0,1,1,15,,1000,56690,MI,12,19410,,3,1,2011,1,3
1011 S MAIN ST BLDG B,ANN ARBOR,48104,3718,"1011 S MAIN ST BLDG B, ANN ARBOR , MI, 48104",42.268778,-83.749711,T WALL FOUNDATION,1,204957746,3,201312,P82,0,68816,3,0,1,1,15,% TOM WALL,1000,83976,MI,12,82338,,3,1,2014,5,3
21229 RIVER RD,GROSSE POINTE,48236,1258,"21229 RIVER RD, GROSSE POINTE , MI, 48236",42.4469489,-82.891487,KIDS ON THE GO,1,455450033,4,201312,P82,0,77292,3,0,1,1,15,% KIDS ON THE GO,1000,89544,MI,12,102877,KID ON THE GO,3,1,2012,8,3
1951 COUNTY LINE RD,KINGSLEY,49649,9545,"1951 COUNTY LINE RD, KINGSLEY , MI, 49649",44.5122008,-85.5433075,RAINBOW OF HOPE FARM,1,383228946,4,201312,P82,0,82638,3,995166000,1,1,15,% WILLIAM H WOOER,1000,92614,MI,12,299818,,3,1,1995,11,3
7086 8TH AVE,JENISON,49428,9352,"7086 8TH AVE, JENISON , MI, 49428",42.8963602,-85.8020165,FAMILY HOPE FOUNDATION,1,264505914,3,201212,P82,0,93260,3,0,1,1,15,% MATTHEW SCHROEDER,1000,93260,MI,12,96987,,3,1,2010,5,3
215 S HUGHSTON ST,MC BAIN,49657,9622,"215 S HUGHSTON ST, MC BAIN , MI, 49657",44.1902884,-85.2096042,FRIENDSHIP FAMILY HOMES,1,382818646,3,201312,P82,0,98514,3,160000000,1,1,16,,1000,98514,MI,12,83152,,3,1,1989,1,3
12368 EVANSTON ST,DETROIT,48213,1792,"12368 EVANSTON ST, DETROIT , MI, 48213",42.400867,-82.979375,PRECIOUS CARE GROUP INC,1,208601943,3,201312,P82,0,140328,3,0,1,1,15,% SANDRA OBAKPOLOR,1000,140328,MI,12,28251,,3,1,2007,9,4
4531 CONCOURSE DR,ANN ARBOR,48108,9631,"4531 CONCOURSE DR, ANN ARBOR , MI, 48108",42.221646,-83.728632,CHAMPIONS FOR CHILDREN INC,1,202613603,1,201309,P82,0,142789,3,0,1,1,15,,1000,142789,MI,9,7156,,3,1,2005,6,4
1429 W GRAND RIVER AVE,HOWELL,48843,1916,"1429 W GRAND RIVER AVE, HOWELL , MI, 48843",42.6132832,-83.9532803,MICHIGAN TRANSITION SERVICES ASSOC,1,383491210,4,201308,P82,0,147299,3,0,1,1,16,% TREASURER,1000,147299,MI,8,351098,,3,1,2004,3,4
9571 RAJASI CIR,VANDERBILT,49795,9350,"9571 RAJASI CIR, VANDERBILT , MI, 49795",45.1414885,-84.4768488,NORTHERN MICHIGAN RESIDENTIAL SERVICES INC,1,382066209,3,201309,P82,0,167406,3,995399000,1,1,16,,1000,167406,MI,9,48083,,3,1,1995,9,4
1485 E OUTER DR,DETROIT,48234,1265,"1485 E OUTER DR, DETROIT , MI, 48234",42.4404708,-83.080919,L & L ADULT DAY CARE INC,1,260009074,3,201312,P82,0,177044,3,0,1,1,15,% DEVOUGHN T OWENS,1000,177044,MI,12,35323,,3,1,2002,7,4
PO BOX 980256,YPSILANTI,48198,256,"PO BOX 980256, YPSILANTI , MI, 48198",42.2728525,-83.570964,FULL CIRCLE COMMUNITY CENTER,1,383601845,3,201309,P82,0,184142,3,0,1,1,15,,1000,184142,MI,9,28603,,3,1,2003,1,4
PO BOX 845,JENISON,49429,845,"PO BOX 845, JENISON , MI, 49429",42.9033435,-85.7905192,GEORGETOWN HARMONY HOMES,1,383630168,6,201309,P82,0,185524,3,0,1,1,15,,1000,186589,MI,9,1011643,,3,1,2002,1,4
2849 MILLER ROAD,FLINT,48503,4677,"2849 MILLER ROAD, FLINT , MI, 48503",42.996009,-83.723828,NEW CENTURY SUPPORT SERVICES INC,1,383481232,1,201312,P82,0,190783,3,0,1,1,16,% DENISE M BUTTS,1000,190783,MI,12,8823,,3,1,2000,3,4
3126 DAVENPORT AVE,SAGINAW,48602,3647,"3126 DAVENPORT AVE, SAGINAW , MI, 48602",43.438226,-83.98416,JUNCTION OF H O P E INC,1,383386485,4,201312,P82,0,354617,3,0,1,1,16,% MCDONALD ASSOCIATES PC,1000,534485,MI,12,467655,,3,1,2003,1,5
1878 SUNTREE LN,ZEELAND,49464,8311,"1878 SUNTREE LN, ZEELAND , MI, 49464",42.802361,-85.992634,WEST MICHIGAN MIRACLE LEAGUE,1,452775297,4,201312,P82,0,406160,3,0,1,1,15,% TONY COMDEN,1000,406160,MI,12,201894,,3,1,2011,10,4
415 E EIGHTH ST,TRAVERSE CITY,49686,2626,"415 E EIGHTH ST, TRAVERSE CITY , MI, 49686",44.7593967,-85.6154817,DISABILITY NETWORK NORTHERN MICHIGAN,1,270050871,5,201309,P82,0,610765,3,0,1,1,15,% CARLEEN HUBBELL,1000,610765,MI,9,688366,NMAIL,3,1,2003,11,5
23530 RADCLIFT ST,OAK PARK,48237,2481,"23530 RADCLIFT ST, OAK PARK , MI, 48237",42.463696,-83.196201,RADCLIFT INC,1,10572406,4,201309,P82,0,915273,3,0,1,1,15,% PRISCILLA MURRELL,1000,915273,MI,9,149350,,3,1,2002,5,5
16200 19 MILE RD,CLINTON TWP,48038,1103,"16200 19 MILE RD, CLINTON TWP , MI, 48038",42.6127042,-82.9622291,MICHIGAN CENTER FOR POSITIVE LIVING SUPPORTS,1,270238287,6,201309,P82,0,1133957,3,0,1,1,15,% GERALD R PROVENCAL,1000,1133957,MI,9,1248525,,3,1,2010,8,6
895 OTTAWA BEACH RD,HOLLAND,49424,2572,"895 OTTAWA BEACH RD, HOLLAND , MI, 49424",42.8004941,-86.1458829,BENJAMINS HOPE,1,743153382,7,201312,P82,0,1437469,3,0,1,1,16,% KRISTA MASON,1000,1437469,MI,12,6303937,,3,1,2007,12,6
3510 CAPITOL CITY BLVD,LANSING,48906,2102,"3510 CAPITOL CITY BLVD, LANSING , MI, 48906",42.76773,-84.5872629,UNIVERSITY REHABILITATION ALLIANCE INC,1,381413585,7,201312,P82,0,4246382,3,995154000,1,1,16,,1000,4260819,MI,12,5008903,,3,1,1995,2,6
3075 ORCHARD VISTA SE,GRAND RAPIDS,49546,7069,"3075 ORCHARD VISTA SE, GRAND RAPIDS , MI, 49546",42.9072521,-85.5250597,HOPE NETWORK,1,386108186,8,201209,P82,0,13959365,3,160000000,1,1,16,,1000,13982741,MI,9,17312872,,6,1,2011,2,8
2399 E WALTON BLVD,AUBURN HILLS,48326,1955,"2399 E WALTON BLVD, AUBURN HILLS , MI, 48326",42.679293,-83.2423419,EASTER SEALS-MICHIGAN INC,1,381402860,8,201309,P82,0,38370546,3,160000000,1,1,15,% SOUTHEASTERN MICHIGAN INC,1000,39443203,MI,9,10847755,,1,1,2002,7,8
1333 BREWERY PARK BLVD STE 300,DETROIT,48207,4544,"1333 BREWERY PARK BLVD STE 300, DETROIT , MI, 48207",42.3430828,-83.0411721,CONSUMER LINK NETWORK INC,1,383615211,7,201309,P82,0,58623020,3,0,1,1,16,% FINANCE,1000,58623020,MI,9,9032699,,3,1,2002,8,9
1321 GROSBECK RD,LAPEER,48446,3444,"1321 GROSBECK RD, LAPEER , MI, 48446",43.0697776,-83.237134,CAMP JANNETTE INC,0,260541652,1,201306,P82,1,,3,0,1,1,4,% DANIEL A JANNETTE,1000,1807,MI,6,264,,3,1,2008,5,1
100 E GARY ST,BAY CITY,48706,3555,"100 E GARY ST, BAY CITY , MI, 48706",43.6169932,-83.9045483,BAY AREA ABILITY CENTER INCORPORATED,0,383585114,1,201112,P82,1,,3,0,1,1,4,% SUELLEN BARTEL,1000,1,MI,12,1,,3,1,2001,9,1
160 DEERFIELD LN,CLARKSTON,48348,1257,"160 DEERFIELD LN, CLARKSTON , MI, 48348",42.796732,-83.425133,PLANNED LIFETIME ASSISTANCE NETWORK OF SOUTHEAST MICHIGAN,1,464091128,0,,P82,0,,3,0,1,1,16,% ALAN SOLLEY,1000,,MI,12,,,3,1,2014,7,0
706 W NEPESSING ST,LAPEER,48446,2080,"706 W NEPESSING ST, LAPEER , MI, 48446",43.0523695,-83.315906,SPECIAL PARENTS INITIATIVE FOR DOWN SYNDROME EDUCATION AND RESOURCES,2,203278437,0,201212,P82,0,0,3,0,1,1,15,% BARB MCDONALD,1200,0,MI,12,0,,3,1,2006,5,0
5150 OLD STATE RD,NORTH BRANCH,48461,9789,"5150 OLD STATE RD, NORTH BRANCH , MI, 48461",43.1848749,-83.2168043,WHEELIN TEAM 457,2,264073131,0,201312,P82,0,0,3,0,1,1,15,% RAY BROWN,1200,0,MI,12,0,,3,1,2011,7,0
1981 EDEN RD,MASON,48854,9255,"1981 EDEN RD, MASON , MI, 48854",42.524387,-84.427943,EDEN TRANSITION ALLIANCE,2,272689061,0,201308,P82,0,0,3,0,1,1,15,% LYDIA SCHUCK,1200,0,MI,8,0,,3,1,2012,2,0
12950 16 MILE RD,GOWEN,49326,9723,"12950 16 MILE RD, GOWEN , MI, 49326",43.205649,-85.348174,ADULTS WITH DISABILITIES ASSOCIATION INC,2,452633119,0,201312,P82,0,0,3,0,1,1,15,% DEBRA THORNTON,1200,0,MI,12,0,,3,1,2011,12,0
613 LELAND ST,FLUSHING,48433,1346,"613 LELAND ST, FLUSHING , MI, 48433",43.073454,-83.839016,ABILITIES FIRST CHARITABLE ORGANIZATION OF MICHIGAN INC,2,800321780,2,201312,P82,0,4573,3,0,1,1,16,,1200,4573,MI,12,12702,,3,1,2009,12,1
PO BOX 39527,REDFORD,48239,527,"PO BOX 39527, REDFORD , MI, 48239",42.3792122,-83.2880591,MULTIPLE SCLEROSIS SUPPORT HOMES OF MICHIGAN,1,272455310,1,201206,P82,0,9865,3,0,1,1,15,,1200,10041,MI,6,9815,,3,1,2011,6,2
PO BOX 741,NEW BALTIMORE,48047,741,"PO BOX 741, NEW BALTIMORE , MI, 48047",42.664829,-82.7670745,SPECIAL DREAMS FARM,1,810661609,4,201309,P82,0,134766,3,0,1,1,15,% LAWRENCE COLLETTE,1200,146704,MI,9,464803,,3,1,2005,11,4
100 PINE STREET,ZEELAND,49464,2600,"100 PINE STREET, ZEELAND , MI, 49464",42.809129,-86.0231209,COMPASSIONATE HEART MINISTRIES,1,205101543,5,201312,P82,0,456115,3,0,1,1,15,% DONNA BRUCE,1200,478385,MI,12,526361,,3,1,2006,8,4
22754 MACOMB INDUSTRIAL DR,CLINTON TWP,48036,1137,"22754 MACOMB INDUSTRIAL DR, CLINTON TWP , MI, 48036",42.6239197,-82.8820904,LIBERTIES INC,1,382957894,3,201309,P820,0,324422,3,160000000,1,1,15,% CMT BOOKKEEPING,1000,324422,MI,9,40651,,3,1,1991,7,4
33150 SCHOOLCRAFT STE 10,LIVONIA,48150,1646,"33150 SCHOOLCRAFT STE 10, LIVONIA , MI, 48150",42.38348,-83.371723,COMMUNITY OPPORTUNITY CENTER NON- PROFIT HOUSING CORPORATION,1,383143428,4,201309,P820,0,2009413,3,399000000,1,1,16,,1000,2009413,MI,9,445801,,3,1,1994,10,6
15878 KINGSTON DR,FRASER,48026,2382,"15878 KINGSTON DR, FRASER , MI, 48026",42.535086,-82.961142,HOMES OF OPPORTUNITY INCORPORATED,1,382329011,6,201309,P820,0,6483757,3,166000000,1,1,15,,1000,6483757,MI,9,1521392,,3,1,1985,5,7
30301 NORTHWESTERN HWY STE 100,FARMINGTN HLS,48334,3277,"30301 NORTHWESTERN HWY STE 100, FARMINGTN HLS , MI, 48334",42.508981,-83.324342,JARC,1,237044561,7,201309,P820,0,11172373,3,59160000,1,1,15,,1000,11711816,MI,9,8134460,JARC,3,1,1969,12,8
35425 MICHIGAN AVE WEST,WAYNE,48184,9800,"35425 MICHIGAN AVE WEST, WAYNE , MI, 48184",42.282464,-83.387578,COMMUNITY LIVING SERVICES INC,1,382849658,8,201309,P820,0,137279384,3,166000000,1,1,16,,1000,137279384,MI,9,17300883,,3,1,1989,10,9
2304 LONGFELLOW ST,DETROIT,48206,2075,"2304 LONGFELLOW ST, DETROIT , MI, 48206",42.377284,-83.106532,BOWMAN FAMILY CARE HOME I INC,2,382603066,3,201309,P82Z,0,0,3,152000000,1,1,15,,1000,0,MI,9,42189,,3,1,1991,5,0
12240 WOODCREST ST,TAYLOR,48180,9299,"12240 WOODCREST ST, TAYLOR , MI, 48180",42.216803,-83.257283,SPINA BIFIDA ASSOCIATION OF SOUTHEASTERN MICHIGAN,2,382882831,0,201312,P82Z,0,0,3,559000000,1,1,16,,1000,0,MI,12,0,,3,1,1990,5,0
24375 LAFAYETTE CIR,SOUTHFIELD,48075,2560,"24375 LAFAYETTE CIR, SOUTHFIELD , MI, 48075",42.4669214,-83.2303884,MIZPAH GROUP HOME INC,2,383090014,0,201309,P82Z,0,0,3,31000000,1,1,16,% ALONZO K MORGAN SR,1000,0,MI,9,0,,3,1,1995,2,0
935 BARLOW ST,TRAVERSE CITY,49686,4250,"935 BARLOW ST, TRAVERSE CITY , MI, 49686",44.7508362,-85.6054866,T R A I L CORPORATION,2,383153675,0,201312,P82Z,0,0,3,160000000,1,1,16,% BETH FOOTH,1000,0,MI,12,0,,3,1,1994,10,0
1139 BROOKLINE ST,CANTON,48187,3233,"1139 BROOKLINE ST, CANTON , MI, 48187",42.313071,-83.4772519,INSTITUTE FOR HUMAN DEVELOPMENT INC,0,383249247,1,201212,P82Z,1,0,3,994160000,1,1,4,,1000,0,MI,12,1,,3,1,1996,2,0
377 FISHER ROAD,GROSSE POINTE,48230,1673,"377 FISHER ROAD, GROSSE POINTE , MI, 48230",42.3905399,-82.9042934,LAKESHORE FOUNDATION FOR DEVELOPMENTALLY CHALLENGED,2,381704760,3,201212,P82Z,0,6432,3,160000000,1,1,15,% INDUSTRIAL BUILDING,1000,6432,MI,12,60738,,3,1,1962,1,1
146 W NAPIER AVE,BENTON HARBOR,49022,6702,"146 W NAPIER AVE, BENTON HARBOR , MI, 49022",42.086811,-86.457142,CONSEQUENTIAL MINDS INC,1,382719146,1,201309,P82Z,0,162662,3,166994000,1,1,15,% JOHN REED,1000,162662,MI,9,9227,,3,1,1987,5,4
3446 E LAKE LANSING RD,EAST LANSING,48823,1511,"3446 E LAKE LANSING RD, EAST LANSING , MI, 48823",42.759314,-84.48091,COMMUNITY BASED INTERVENTIONS INC,1,383223005,4,201309,P82Z,0,227683,3,995160000,1,1,16,% ROBERT PILON,1000,227683,MI,9,419162,,3,1,1996,2,4
15040 HARPER AVE,DETROIT,48224,2962,"15040 HARPER AVE, DETROIT , MI, 48224",42.406173,-82.958325,EFFORT INC,1,237167602,4,201203,P82Z,0,362475,3,399000000,1,1,15,,1000,362475,MI,3,394736,,3,1,1972,6,4
33150 SCHOOLCRAFT RD STE 104,LIVONIA,48150,1646,"33150 SCHOOLCRAFT RD STE 104, LIVONIA , MI, 48150",42.38348,-83.371723,COMMUNITY OPPORTUNITY CENTER INC,1,382733796,6,201309,P82Z,0,412255,3,381000000,1,1,16,,1000,412255,MI,9,3456837,,3,1,1987,11,4
2207 LAKE ST,KALAMAZOO,49048,3222,"2207 LAKE ST, KALAMAZOO , MI, 49048",42.2803207,-85.5519373,MIDWEST ENTERPRISES FOR THE BLIND INC,1,383077190,6,201312,P82Z,0,420061,3,160000000,1,1,16,,1000,3081095,MI,12,3236935,,3,1,1993,8,6
27509 CHERRY HILL RD,INKSTER,48141,1205,"27509 CHERRY HILL RD, INKSTER , MI, 48141",42.311327,-83.3121929,KENNEDYS CARE ENTERPRISE INC,1,382950017,4,201309,P82Z,0,1837073,3,60000000,1,1,15,% KENNEDYS CARE ENTERPRISES INC,1000,1837073,MI,9,240663,,3,1,1997,6,6
3810 PACKARD ST STE 200,ANN ARBOR,48108,2054,"3810 PACKARD ST STE 200, ANN ARBOR , MI, 48108",42.2446381,-83.6846397,MICHIGAN ABILITY PARTNERS,1,382595768,6,201309,P82Z,0,2226828,3,166000000,1,1,15,,1000,2231745,MI,9,3465681,,3,1,1985,9,6
